CustomerID,TotalRevenueByCustomer_x,AveragePurchaseValue_x,AveragePurchaseFrequency_x,CustomerLifespanDays_x,TotalPurchases,TotalRevenueByCustomer_y,AveragePurchaseValue_y,AveragePurchaseFrequency_y,CustomerLifespanDays_y,CLTV
13606,45.78,5.72,2,68,48,45.78,5.72,2,68,777.92
13607,144.27,6.01,1,0,54,144.27,6.01,1,0,0.0
13610,232.03,5.16,7,273,82,232.03,5.16,7,273,9860.76
13611,184.51,16.77,3,270,151,184.51,16.77,3,270,13583.7
13614,414.64,11.21,4,306,107,414.64,11.21,4,306,13721.04
13615,81.93,20.48,1,0,35,81.93,20.48,1,0,0.0
13617,82.54,10.32,2,140,38,82.54,10.32,2,140,2889.6
13618,30.1,15.05,1,0,26,30.1,15.05,1,0,0.0
13621,79.25,11.32,1,0,91,79.25,11.32,1,0,0.0
13623,82.16,5.87,6,267,92,82.16,5.87,6,267,9403.74
13626,59.6,14.9,1,0,40,59.6,14.9,1,0,0.0
13627,349.55,17.48,5,298,229,349.55,17.48,5,298,26045.2
13629,1763.85,176.38,7,315,1003,1763.85,176.38,7,315,388917.9
13630,621.27,32.7,8,210,500,621.27,32.7,8,210,54936.0
13631,719.7,359.85,2,44,103,719.7,359.85,2,44,31666.8
13632,318.13,10.97,6,219,153,318.13,10.97,6,219,14414.58
13634,363.47,8.45,5,294,133,363.47,8.45,5,294,12421.5
13635,197.16,15.17,1,0,156,197.16,15.17,1,0,0.0
13636,217.15,14.48,5,249,143,217.15,14.48,5,249,18027.6
13637,136.17,8.01,3,174,69,136.17,8.01,3,174,4181.22
13638,25.5,25.5,1,0,2,25.5,25.5,1,0,0.0
13639,106.32,17.72,1,0,80,106.32,17.72,1,0,0.0
13642,57.67,4.81,1,0,25,57.67,4.81,1,0,0.0
13643,52.8,17.6,2,67,16,52.8,17.6,2,67,2358.4
13644,604.58,18.89,4,89,576,604.58,18.89,4,89,6724.84
13645,30.6,30.6,1,0,12,30.6,30.6,1,0,0.0
13647,236.86,18.22,4,225,164,236.86,18.22,4,225,16398.0
13649,49.1,12.28,2,110,18,49.1,12.28,2,110,2701.6
13650,367.46,24.5,5,251,164,367.46,24.5,5,251,30747.5
13651,30.9,15.45,1,0,14,30.9,15.45,1,0,0.0
13652,105.22,15.03,3,323,82,105.22,15.03,3,323,14564.07
13654,531.44,14.36,5,230,536,531.44,14.36,5,230,16514.0
13655,118.09,14.76,2,127,71,118.09,14.76,2,127,3749.04
13656,116.45,8.96,2,173,189,116.45,8.96,2,173,3100.16
13657,110.94,27.74,2,191,78,110.94,27.74,2,191,10596.68
13658,471.86,27.76,6,195,146,471.86,27.76,6,195,32479.2
13659,412.32,17.18,2,115,292,412.32,17.18,2,115,3951.4
13662,156.54,14.23,3,174,170,156.54,14.23,3,174,7428.06
13663,43.2,14.4,1,0,16,43.2,14.4,1,0,0.0
13666,10.85,5.43,1,0,3,10.85,5.43,1,0,0.0
13667,36.03,3.0,1,0,23,36.03,3.0,1,0,0.0
13668,1081.25,11.38,23,360,619,1081.25,11.38,23,360,94226.4
13669,105.6,35.2,1,0,96,105.6,35.2,1,0,0.0
13670,40.08,13.36,1,0,48,40.08,13.36,1,0,0.0
13672,-14.85,-14.85,1,0,-3,-14.85,-14.85,1,0,-0.0
13673,98.6,6.57,2,14,26,98.6,6.57,2,14,183.96
13675,112.0,18.67,2,133,108,112.0,18.67,2,133,4966.22
13678,34.52,17.26,1,0,68,34.52,17.26,1,0,0.0
13680,206.21,3.75,5,338,174,206.21,3.75,5,338,6337.5
13681,138.6,10.66,4,138,56,138.6,10.66,4,138,5884.32
13682,34.0,17.0,1,0,8,34.0,17.0,1,0,0.0
13684,19.6,2.18,2,0,13,19.6,2.18,2,0,0.0
13685,1318.75,119.89,5,58,969,1318.75,119.89,5,58,34768.1
13686,17.0,8.5,1,0,20,17.0,8.5,1,0,0.0
13692,431.18,22.69,3,212,425,431.18,22.69,3,212,14430.84
13693,-9.95,-9.95,1,0,-1,-9.95,-9.95,1,0,-0.0
13694,10531.22,105.31,36,355,11467,10531.22,105.31,36,355,1345861.8
13695,802.56,33.44,13,228,538,802.56,33.44,13,228,99116.16
13697,36.96,12.32,1,0,48,36.96,12.32,1,0,0.0
13699,65.4,21.8,1,0,12,65.4,21.8,1,0,0.0
13700,415.89,10.14,10,301,299,415.89,10.14,10,301,30521.4
13704,571.59,17.86,8,82,289,571.59,17.86,8,82,11716.16
13705,121.6,17.37,3,366,88,121.6,17.37,3,366,19072.26
13706,45.9,11.48,1,0,42,45.9,11.48,1,0,0.0
13707,88.4,14.73,2,48,50,88.4,14.73,2,48,1414.08
13708,70.46,7.83,1,0,66,70.46,7.83,1,0,0.0
13709,1504.45,19.8,15,312,824,1504.45,19.8,15,312,92664.0
13710,4.56,4.56,1,0,24,4.56,4.56,1,0,0.0
13711,35.94,11.98,1,0,68,35.94,11.98,1,0,0.0
13712,15.0,15.0,1,0,12,15.0,15.0,1,0,0.0
13715,149.97,8.82,3,34,95,149.97,8.82,3,34,899.64
13716,18.36,9.18,1,0,20,18.36,9.18,1,0,0.0
13717,306.73,15.34,6,266,373,306.73,15.34,6,266,24482.64
13718,106.35,17.73,2,49,29,106.35,17.73,2,49,1737.54
13719,144.34,16.04,5,219,83,144.34,16.04,5,219,17563.8
13720,131.55,16.44,3,138,59,131.55,16.44,3,138,6806.16
13721,102.1,25.52,1,0,54,102.1,25.52,1,0,0.0
13722,522.93,24.9,4,162,267,522.93,24.9,4,162,16135.2
13725,325.66,14.16,8,259,186,325.66,14.16,8,259,29339.52
13726,39.36,13.12,2,62,48,39.36,13.12,2,62,1626.88
13727,69.35,13.87,2,5,33,69.35,13.87,2,5,138.7
13728,235.01,15.67,6,274,173,235.01,15.67,6,274,25761.48
13730,184.53,26.36,2,26,67,184.53,26.36,2,26,1370.72
13731,158.62,15.86,2,27,81,158.62,15.86,2,27,856.44
13732,42.74,10.68,1,0,82,42.74,10.68,1,0,0.0
13735,498.29,11.07,7,210,184,498.29,11.07,7,210,16272.9
13736,203.38,4.73,3,255,99,203.38,4.73,3,255,3618.45
13737,25.74,5.15,1,0,9,25.74,5.15,1,0,0.0
13740,49.8,9.96,1,0,52,49.8,9.96,1,0,0.0
13741,111.11,18.52,3,146,53,111.11,18.52,3,146,8111.76
13742,659.74,10.31,11,304,248,659.74,10.31,11,304,34476.64
13743,203.88,25.48,4,257,324,203.88,25.48,4,257,26193.44
13744,270.48,18.03,2,197,334,270.48,18.03,2,197,7103.82
13745,37.08,12.36,1,0,60,37.08,12.36,1,0,0.0
13747,79.6,79.6,1,0,8,79.6,79.6,1,0,0.0
13748,139.58,23.26,3,151,74,139.58,23.26,3,151,10536.78
13750,15.0,15.0,1,0,12,15.0,15.0,1,0,0.0
13751,53.3,26.65,1,0,14,53.3,26.65,1,0,0.0
13752,147.92,18.49,5,122,54,147.92,18.49,5,122,11278.9
13753,170.7,17.07,1,0,114,170.7,17.07,1,0,0.0
13754,46.8,15.6,1,0,48,46.8,15.6,1,0,0.0
13755,465.07,6.64,7,60,211,465.07,6.64,7,60,2788.8
13756,734.17,30.59,10,365,432,734.17,30.59,10,365,111653.5
13758,993.64,28.39,7,362,433,993.64,28.39,7,362,71940.26
13759,205.64,51.41,1,0,64,205.64,51.41,1,0,0.0
13760,91.37,5.71,2,202,43,91.37,5.71,2,202,2306.84
13761,194.16,16.18,2,129,92,194.16,16.18,2,129,4174.44
13762,-143.52,-47.84,2,14,-144,-143.52,-47.84,2,14,-1339.52
13763,321.2,107.07,1,0,184,321.2,107.07,1,0,0.0
13764,302.61,7.57,3,267,157,302.61,7.57,3,267,6063.57
13767,3490.28,36.74,38,371,1580,3490.28,36.74,38,371,517960.52
13769,635.44,18.69,11,365,242,635.44,18.69,11,365,75040.35
13771,526.75,23.94,3,183,319,526.75,23.94,3,183,13143.06
13772,264.6,6.96,3,206,125,264.6,6.96,3,206,4301.28
13774,26.4,13.2,1,0,48,26.4,13.2,1,0,0.0
13777,4201.66,102.48,20,373,2127,4201.66,102.48,20,373,764500.8
13778,39.4,13.13,1,0,16,39.4,13.13,1,0,0.0
13780,147.22,14.72,2,163,201,147.22,14.72,2,163,4798.72
13781,22.66,4.53,1,0,10,22.66,4.53,1,0,0.0
13782,145.86,6.63,6,315,64,145.86,6.63,6,315,12530.7
13784,420.48,105.12,4,164,540,420.48,105.12,4,164,68958.72
13786,93.0,46.5,1,0,44,93.0,46.5,1,0,0.0
13787,77.68,12.95,2,289,84,77.68,12.95,2,289,7485.1
13790,38.28,5.47,1,0,132,38.28,5.47,1,0,0.0
13791,266.3,88.77,2,84,234,266.3,88.77,2,84,14913.36
13792,20.4,10.2,1,0,24,20.4,10.2,1,0,0.0
13798,7808.73,75.81,40,370,5723,7808.73,75.81,40,370,1121988.0
13799,72.0,14.4,2,178,42,72.0,14.4,2,178,5126.4
13800,95.34,11.92,1,0,78,95.34,11.92,1,0,0.0
13801,40.05,13.35,1,0,15,40.05,13.35,1,0,0.0
13802,1074.03,76.72,4,222,557,1074.03,76.72,4,222,68127.36
13803,64.55,12.91,1,0,27,64.55,12.91,1,0,0.0
13804,409.09,17.05,7,259,283,409.09,17.05,7,259,30911.65
13805,337.04,84.26,2,77,624,337.04,84.26,2,77,12976.04
13807,35.7,17.85,1,0,14,35.7,17.85,1,0,0.0
13808,317.82,18.7,4,91,170,317.82,18.7,4,91,6806.8
13809,20.15,6.72,1,0,3,20.15,6.72,1,0,0.0
13810,129.3,32.33,2,28,42,129.3,32.33,2,28,1810.48
13811,143.25,47.75,2,56,15,143.25,47.75,2,56,5348.0
13812,99.13,16.52,2,41,49,99.13,16.52,2,41,1354.64
13813,228.85,16.35,4,95,149,228.85,16.35,4,95,6213.0
13814,361.68,25.83,3,81,232,361.68,25.83,3,81,6276.69
13815,627.58,24.14,4,296,656,627.58,24.14,4,296,28581.76
13816,186.51,18.65,3,41,93,186.51,18.65,3,41,2293.95
13817,67.7,16.92,2,322,30,67.7,16.92,2,322,10896.48
13819,36.5,18.25,2,18,30,36.5,18.25,2,18,657.0
13821,101.93,6.37,2,117,44,101.93,6.37,2,117,1490.58
13822,124.11,5.64,2,35,137,124.11,5.64,2,35,394.8
13823,128.4,25.68,1,0,75,128.4,25.68,1,0,0.0
13824,519.26,57.7,4,175,202,519.26,57.7,4,175,40390.0
13826,15.6,15.6,1,0,8,15.6,15.6,1,0,0.0
13827,88.54,5.53,3,86,29,88.54,5.53,3,86,1426.74
13828,73.03,14.61,1,0,97,73.03,14.61,1,0,0.0
13831,524.42,26.22,4,184,188,524.42,26.22,4,184,19297.92
13832,19.8,19.8,1,0,12,19.8,19.8,1,0,0.0
13833,80.6,16.12,1,0,36,80.6,16.12,1,0,0.0
13835,170.3,15.48,3,163,94,170.3,15.48,3,163,7569.72
13837,47.88,23.94,1,0,18,47.88,23.94,1,0,0.0
13838,162.49,3.96,4,364,52,162.49,3.96,4,364,5765.76
13842,554.18,17.32,9,308,244,554.18,17.32,9,308,48011.04
13844,31.0,15.5,1,0,22,31.0,15.5,1,0,0.0
13845,72.9,24.3,1,0,30,72.9,24.3,1,0,0.0
13846,104.66,17.44,3,336,38,104.66,17.44,3,336,17579.52
13849,316.86,15.84,2,119,192,316.86,15.84,2,119,3769.92
13850,401.69,17.46,1,0,189,401.69,17.46,1,0,0.0
13851,311.22,20.75,3,193,213,311.22,20.75,3,193,12014.25
13853,265.94,53.19,1,0,80,265.94,53.19,1,0,0.0
13854,2064.99,68.83,20,349,697,2064.99,68.83,20,349,480433.4
13856,4.75,2.38,2,4,9,4.75,2.38,2,4,19.04
13858,57.15,14.29,1,0,23,57.15,14.29,1,0,0.0
13859,67.93,7.55,1,0,43,67.93,7.55,1,0,0.0
13860,233.79,16.7,5,85,145,233.79,16.7,5,85,7097.5
13862,493.92,16.46,8,314,338,493.92,16.46,8,314,41347.52
13863,59.9,9.98,2,2,62,59.9,9.98,2,2,39.92
13865,108.0,18.0,2,231,36,108.0,18.0,2,231,8316.0
13866,27.04,27.04,1,0,16,27.04,27.04,1,0,0.0
13867,155.06,15.51,3,187,86,155.06,15.51,3,187,8701.11
13868,137.45,19.64,1,0,89,137.45,19.64,1,0,0.0
13869,555.74,10.29,4,234,301,555.74,10.29,4,234,9631.44
13870,514.23,23.37,7,285,228,514.23,23.37,7,285,46623.15
13871,1196.47,19.3,12,286,528,1196.47,19.3,12,286,66237.6
13873,73.7,18.42,3,190,20,73.7,18.42,3,190,10499.4
13874,96.45,19.29,1,0,47,96.45,19.29,1,0,0.0
13875,296.82,15.62,5,248,219,296.82,15.62,5,248,19368.8
13876,36.4,18.2,1,0,10,36.4,18.2,1,0,0.0
13877,30.24,30.24,1,0,48,30.24,30.24,1,0,0.0
13878,235.2,33.6,1,0,104,235.2,33.6,1,0,0.0
13880,736.73,20.46,12,346,435,736.73,20.46,12,346,84949.92
13881,3649.9,101.39,15,308,1902,3649.9,101.39,15,308,468421.8
13882,335.88,19.76,5,62,242,335.88,19.76,5,62,6125.6
13883,559.76,16.96,7,316,292,559.76,16.96,7,316,37515.52
13884,69.75,9.96,2,82,25,69.75,9.96,2,82,1633.44
13885,59.55,19.85,2,11,23,59.55,19.85,2,11,436.7
13887,67.17,13.43,1,0,37,67.17,13.43,1,0,0.0
13888,124.25,17.75,2,99,45,124.25,17.75,2,99,3514.5
13889,124.8,31.2,1,0,48,124.8,31.2,1,0,0.0
13890,408.63,16.35,10,357,161,408.63,16.35,10,357,58369.5
13892,303.22,27.57,2,12,586,303.22,27.57,2,12,661.68
13893,49.1,16.37,1,0,10,49.1,16.37,1,0,0.0
13894,141.15,20.16,3,287,81,141.15,20.16,3,287,17357.76
13895,454.14,17.47,4,136,272,454.14,17.47,4,136,9503.68
13897,54.9,18.3,1,0,34,54.9,18.3,1,0,0.0
13898,29.85,14.92,1,0,7,29.85,14.92,1,0,0.0
13899,68.7,34.35,1,0,10,68.7,34.35,1,0,0.0
13900,119.47,14.93,3,79,76,119.47,14.93,3,79,3538.41
13901,362.85,16.49,5,246,197,362.85,16.49,5,246,20282.7
13904,10.2,10.2,1,0,12,10.2,10.2,1,0,0.0
13908,626.75,22.38,4,197,410,626.75,22.38,4,197,17635.44
13911,610.45,15.65,8,251,389,610.45,15.65,8,251,31425.2
13914,113.12,16.16,2,25,66,113.12,16.16,2,25,808.0
13917,49.16,16.39,1,0,40,49.16,16.39,1,0,0.0
13918,449.22,74.87,2,204,342,449.22,74.87,2,204,30546.96
13919,80.76,16.15,2,62,86,80.76,16.15,2,62,2002.6
13922,111.95,27.99,1,0,33,111.95,27.99,1,0,0.0
13923,67.89,16.97,1,0,39,67.89,16.97,1,0,0.0
13924,430.02,16.54,6,71,232,430.02,16.54,6,71,7046.04
13925,114.38,10.4,5,98,70,114.38,10.4,5,98,5096.0
13926,33.6,11.2,1,0,10,33.6,11.2,1,0,0.0
13927,78.65,15.73,1,0,47,78.65,15.73,1,0,0.0
13928,78.35,19.59,3,96,13,78.35,19.59,3,96,5641.92
13929,52.9,13.23,2,153,38,52.9,13.23,2,153,4048.38
13930,85.4,21.35,2,79,52,85.4,21.35,2,79,3373.3
13931,173.79,17.38,2,185,81,173.79,17.38,2,185,6430.6
13932,59.5,19.83,1,0,16,59.5,19.83,1,0,0.0
13933,128.79,25.76,2,39,37,128.79,25.76,2,39,2009.28
13934,185.9,30.98,1,0,78,185.9,30.98,1,0,0.0
13936,99.22,11.02,1,0,118,99.22,11.02,1,0,0.0
13937,67.05,16.76,1,0,39,67.05,16.76,1,0,0.0
13938,13.28,13.28,1,0,16,13.28,13.28,1,0,0.0
13939,163.38,12.57,3,288,222,163.38,12.57,3,288,10860.48
13940,150.36,16.71,3,99,96,150.36,16.71,3,99,4962.87
13941,1282.04,142.45,5,351,508,1282.04,142.45,5,351,249999.75
13946,131.4,65.7,2,66,60,131.4,65.7,2,66,8672.4
13947,39.6,19.8,1,0,24,39.6,19.8,1,0,0.0
13949,676.75,17.81,6,92,609,676.75,17.81,6,92,9831.12
13950,85.86,17.17,4,62,50,85.86,17.17,4,62,4258.16
13951,133.26,22.21,2,58,102,133.26,22.21,2,58,2576.36
13952,622.56,23.06,2,21,404,622.56,23.06,2,21,968.52
13953,45.0,15.0,1,0,16,45.0,15.0,1,0,0.0
13954,140.58,20.08,2,69,42,140.58,20.08,2,69,2771.04
13955,39.58,7.92,2,151,22,39.58,7.92,2,151,2391.84
13956,197.1,6.8,5,266,95,197.1,6.8,5,266,9044.0
13959,160.55,7.65,3,283,89,160.55,7.65,3,283,6494.85
13962,15.6,15.6,1,0,24,15.6,15.6,1,0,0.0
13963,154.7,17.19,4,59,76,154.7,17.19,4,59,4056.84
13969,1555.68,12.65,18,358,778,1555.68,12.65,18,358,81516.6
13971,516.86,17.23,9,267,324,516.86,17.23,9,267,41403.69
13972,15.3,15.3,1,0,6,15.3,15.3,1,0,0.0
13973,48.95,24.48,1,0,21,48.95,24.48,1,0,0.0
13974,82.86,13.81,1,0,58,82.86,13.81,1,0,0.0
13975,453.33,6.97,7,245,276,453.33,6.97,7,245,11953.55
13976,49.52,16.51,1,0,64,49.52,16.51,1,0,0.0
13978,25.47,6.37,1,0,51,25.47,6.37,1,0,0.0
13979,166.42,15.13,1,0,174,166.42,15.13,1,0,0.0
13980,25.0,25.0,1,0,2,25.0,25.0,1,0,0.0
13982,447.38,17.21,5,326,238,447.38,17.21,5,326,28052.3
13983,407.57,21.45,8,327,231,407.57,21.45,8,327,56113.2
13984,71.0,23.67,2,299,20,71.0,23.67,2,299,14154.66
13985,1440.33,20.29,16,260,689,1440.33,20.29,16,260,84406.4
13986,26.85,13.42,1,0,27,26.85,13.42,1,0,0.0
13988,865.69,17.67,6,235,671,865.69,17.67,6,235,24914.7
13989,151.55,16.84,2,174,115,151.55,16.84,2,174,5860.32
13990,35.22,17.61,1,0,58,35.22,17.61,1,0,0.0
13991,172.04,11.47,5,131,192,172.04,11.47,5,131,7512.85
13992,48.5,16.17,1,0,42,48.5,16.17,1,0,0.0
13993,319.12,16.8,10,288,122,319.12,16.8,10,288,48384.0
13994,548.62,14.83,5,109,200,548.62,14.83,5,109,8082.35
13995,265.09,16.57,4,189,179,265.09,16.57,4,189,12526.92
13999,807.95,19.71,13,351,456,807.95,19.71,13,351,89936.73
14000,126.36,42.12,1,0,284,126.36,42.12,1,0,0.0
14001,993.84,70.99,3,328,430,993.84,70.99,3,328,69854.16
14002,151.87,11.68,2,22,321,151.87,11.68,2,22,513.92
14004,1150.56,26.76,7,245,662,1150.56,26.76,7,245,45893.4
14005,737.34,36.87,5,206,743,737.34,36.87,5,206,37976.1
14006,142.32,35.58,3,197,112,142.32,35.58,3,197,21027.78
14009,194.4,14.95,2,7,112,194.4,14.95,2,7,209.3
14012,58.4,29.2,1,0,32,58.4,29.2,1,0,0.0
14013,139.66,12.7,3,165,126,139.66,12.7,3,165,6286.5
14014,144.9,13.17,1,0,313,144.9,13.17,1,0,0.0
14015,203.16,50.79,1,0,116,203.16,50.79,1,0,0.0
14016,615.4,32.39,4,196,344,615.4,32.39,4,196,25393.76
14019,139.65,17.46,3,92,91,139.65,17.46,3,92,4818.96
14020,155.54,17.28,2,72,100,155.54,17.28,2,72,2488.32
14021,77.4,19.35,2,56,36,77.4,19.35,2,56,2167.2
14022,101.1,14.44,1,0,89,101.1,14.44,1,0,0.0
14023,83.25,27.75,2,243,51,83.25,27.75,2,243,13486.5
14024,41.2,20.6,2,3,34,41.2,20.6,2,3,123.6
14027,17.4,17.4,1,0,12,17.4,17.4,1,0,0.0
14029,69.0,34.5,2,81,12,69.0,34.5,2,81,5589.0
14030,328.24,8.01,7,348,267,328.24,8.01,7,348,19512.36
14031,3210.23,58.37,17,365,1278,3210.23,58.37,17,365,362185.85
14032,408.32,15.7,10,350,302,408.32,15.7,10,350,54950.0
14034,105.81,7.56,2,135,100,105.81,7.56,2,135,2041.2
14035,164.41,13.7,3,269,67,164.41,13.7,3,269,11055.9
14036,131.79,16.47,1,0,51,131.79,16.47,1,0,0.0
14037,22.65,4.53,1,0,7,22.65,4.53,1,0,0.0
14038,311.18,17.29,3,129,172,311.18,17.29,3,129,6691.23
14039,86.1,43.05,1,0,58,86.1,43.05,1,0,0.0
14040,931.46,17.25,11,291,438,931.46,17.25,11,291,55217.25
14041,49.92,12.48,1,0,25,49.92,12.48,1,0,0.0
14044,165.95,4.05,4,283,61,165.95,4.05,4,283,4584.6
14046,95.17,15.86,1,0,246,95.17,15.86,1,0,0.0
14047,347.0,31.55,4,364,84,347.0,31.55,4,364,45936.8
14048,89.1,4.05,2,28,51,89.1,4.05,2,28,226.8
14049,1014.18,10.68,6,301,634,1014.18,10.68,6,301,19288.08
14050,71.82,11.97,2,75,70,71.82,11.97,2,75,1795.5
14051,3677.89,66.87,23,366,917,3677.89,66.87,23,366,562911.66
14052,25.2,5.04,1,0,6,25.2,5.04,1,0,0.0
14054,16.5,16.5,1,0,10,16.5,16.5,1,0,0.0
14055,574.52,114.9,1,0,148,574.52,114.9,1,0,0.0
14056,1494.84,6.64,23,283,842,1494.84,6.64,23,283,43219.76
14057,939.23,15.4,13,337,828,939.23,15.4,13,337,67467.4
14059,39.6,19.8,1,0,24,39.6,19.8,1,0,0.0
14060,1101.18,29.76,16,368,882,1101.18,29.76,16,368,175226.88
14062,2131.34,81.97,9,355,1626,2131.34,81.97,9,355,261894.15
14064,67.86,4.85,5,245,89,67.86,4.85,5,245,5941.25
14066,15.3,15.3,1,0,6,15.3,15.3,1,0,0.0
14067,34.97,6.99,2,33,63,34.97,6.99,2,33,461.34
14068,18.7,9.35,1,0,5,18.7,9.35,1,0,0.0
14071,197.7,3.19,8,261,177,197.7,3.19,8,261,6660.72
14073,18.7,9.35,1,0,14,18.7,9.35,1,0,0.0
14075,245.74,17.55,3,257,225,245.74,17.55,3,257,13531.05
14076,19.32,1.93,1,0,18,19.32,1.93,1,0,0.0
14077,64.8,12.96,3,196,44,64.8,12.96,3,196,7620.48
14078,197.34,24.67,6,272,40,197.34,24.67,6,272,40261.44
14079,71.05,14.21,1,0,112,71.05,14.21,1,0,0.0
14081,190.41,6.35,2,67,133,190.41,6.35,2,67,850.9
14082,49.45,6.18,1,0,25,49.45,6.18,1,0,0.0
14083,180.81,5.65,7,367,83,180.81,5.65,7,367,14514.85
14085,921.66,10.02,18,366,629,921.66,10.02,18,366,66011.76
14087,15.1,1.16,2,0,38,15.1,1.16,2,0,0.0
14088,9425.74,79.21,11,312,2760,9425.74,79.21,11,312,271848.72
14089,57.55,11.51,1,0,51,57.55,11.51,1,0,0.0
14090,76.32,76.32,1,0,72,76.32,76.32,1,0,0.0
14092,854.21,17.8,13,351,415,854.21,17.8,13,351,81221.4
14093,64.97,3.61,1,0,49,64.97,3.61,1,0,0.0
14096,12243.97,11.99,19,94,3169,12243.97,11.99,19,94,21414.14
14098,24.51,6.13,1,0,11,24.51,6.13,1,0,0.0
14099,618.23,11.66,12,338,536,618.23,11.66,12,338,47292.96
14100,31.6,7.9,1,0,8,31.6,7.9,1,0,0.0
14101,1165.98,194.33,4,253,566,1165.98,194.33,4,253,196661.96
14102,364.33,21.43,5,39,234,364.33,21.43,5,39,4178.85
14104,90.04,45.02,2,11,13,90.04,45.02,2,11,990.44
14105,189.25,21.03,1,0,59,189.25,21.03,1,0,0.0
14107,504.86,20.19,7,313,334,504.86,20.19,7,313,44236.29
14108,113.4,14.18,2,71,110,113.4,14.18,2,71,2013.56
14109,8.2,4.1,2,49,8,8.2,4.1,2,49,401.8
14110,1061.61,35.39,9,263,453,1061.61,35.39,9,263,83768.13
14111,196.35,65.45,1,0,136,196.35,65.45,1,0,0.0
14112,424.22,14.14,7,240,261,424.22,14.14,7,240,23755.2
14113,315.47,24.27,8,351,120,315.47,24.27,8,351,68150.16
14114,186.18,31.03,2,57,54,186.18,31.03,2,57,3537.42
14116,229.13,16.37,5,102,109,229.13,16.37,5,102,8348.7
14121,622.91,15.57,5,56,515,622.91,15.57,5,56,4359.6
14125,451.68,17.37,2,50,281,451.68,17.37,2,50,1737.0
14126,114.9,38.3,2,3,66,114.9,38.3,2,3,229.8
14127,118.18,13.13,3,188,54,118.18,13.13,3,188,7405.32
14128,217.16,14.48,2,195,173,217.16,14.48,2,195,5647.2
14129,332.2,25.55,4,259,184,332.2,25.55,4,259,26469.8
14130,144.96,6.3,1,0,69,144.96,6.3,1,0,0.0
14132,632.1,17.56,11,181,632,632.1,17.56,11,181,34961.96
14133,130.65,18.66,3,186,89,130.65,18.66,3,186,10412.28
14135,1039.0,28.86,11,371,942,1039.0,28.86,11,371,117777.66
14138,210.63,19.15,2,62,109,210.63,19.15,2,62,2374.6
14139,95.1,13.59,1,0,146,95.1,13.59,1,0,0.0
14140,135.45,10.42,3,28,145,135.45,10.42,3,28,875.28
14141,204.69,22.74,5,103,63,204.69,22.74,5,103,11711.1
14142,76.18,12.7,1,0,70,76.18,12.7,1,0,0.0
14143,17.0,17.0,1,0,2,17.0,17.0,1,0,0.0
14145,594.0,297.0,2,171,120,594.0,297.0,2,171,101574.0
14146,325.01,7.39,6,349,347,325.01,7.39,6,349,15474.66
14148,14.85,14.85,1,0,3,14.85,14.85,1,0,0.0
14149,37.8,5.4,2,8,20,37.8,5.4,2,8,86.4
14150,78.64,15.73,2,324,80,78.64,15.73,2,324,10193.04
14152,115.88,10.53,2,159,184,115.88,10.53,2,159,3348.54
14154,323.1,35.9,2,0,57,323.1,35.9,2,0,0.0
14155,35.7,17.85,1,0,6,35.7,17.85,1,0,0.0
14156,22658.93,79.23,52,362,12196,22658.93,79.23,52,362,1491425.52
14157,126.84,9.76,2,266,77,126.84,9.76,2,266,5192.32
14158,120.08,13.34,1,0,161,120.08,13.34,1,0,0.0
14159,815.33,3.48,14,343,751,815.33,3.48,14,343,16710.96
14161,124.68,8.31,3,154,44,124.68,8.31,3,154,3839.22
14162,54.88,10.98,2,119,8,54.88,10.98,2,119,2613.24
14163,699.58,49.97,4,152,294,699.58,49.97,4,152,30381.76
14164,129.6,32.4,1,0,96,129.6,32.4,1,0,0.0
14165,28.0,9.33,1,0,6,28.0,9.33,1,0,0.0
14167,115.0,12.78,4,292,26,115.0,12.78,4,292,14927.04
14171,48.88,4.07,1,0,32,48.88,4.07,1,0,0.0
14173,180.4,45.1,2,209,66,180.4,45.1,2,209,18851.8
14174,47.7,6.81,1,0,26,47.7,6.81,1,0,0.0
14175,800.77,25.02,4,270,261,800.77,25.02,4,270,27021.6
14176,192.4,21.38,4,70,76,192.4,21.38,4,70,5986.4
14177,67.63,8.45,2,84,21,67.63,8.45,2,84,1419.6
14178,290.23,4.61,7,174,229,290.23,4.61,7,174,5614.98
14179,117.06,3.55,2,12,56,117.06,3.55,2,12,85.2
14180,775.25,18.03,22,362,129,775.25,18.03,22,362,143590.92
14184,143.15,20.45,1,0,29,143.15,20.45,1,0,0.0
14188,399.2,36.29,5,184,206,399.2,36.29,5,184,33386.8
14189,1025.59,16.54,15,366,908,1025.59,16.54,15,366,90804.6
14191,793.24,16.53,12,198,661,793.24,16.53,12,198,39275.28
14193,235.1,26.12,2,202,126,235.1,26.12,2,202,10552.48
14194,2087.99,18.98,24,304,1046,2087.99,18.98,24,304,138478.08
14195,392.0,392.0,1,0,392,392.0,392.0,1,0,0.0
14196,26.32,26.32,1,0,8,26.32,26.32,1,0,0.0
14198,91.7,10.19,5,221,38,91.7,10.19,5,221,11259.95
14201,54.7,18.23,2,155,26,54.7,18.23,2,155,5651.3
14204,29.32,3.66,1,0,11,29.32,3.66,1,0,0.0
14205,32.75,4.68,3,349,29,32.75,4.68,3,349,4899.96
14206,45.3,15.1,1,0,30,45.3,15.1,1,0,0.0
14208,28.9,14.45,1,0,26,28.9,14.45,1,0,0.0
